indicator,recent_observations,series_id,updated_at
BoC Policy Target Rate,"[{'date': '2026-06-01', 'rate': 2.5}, {'date': '2026-05-01', 'rate': 2.5}, {'date': '2026-04-01', 'rate': 2.5}, {'date': '2026-03-01', 'rate': 2.5}, {'date': '2026-02-01', 'rate': 2.5}, {'date': '2026-01-01', 'rate': 2.5}, {'date': '2025-12-01', 'rate': 2.5}, {'date': '2025-11-01', 'rate': 2.5}, {'date': '2025-10-01', 'rate': 2.75}, {'date': '2025-09-01', 'rate': 2.75}]",V122530,2026-07-11 20:33:16.736
